X,Y
37.454011884736246,147.46537659294046
95.07143064099162,343.02228592044895
73.1993941811405,272.64874490258137
59.86584841970366,193.10424558552523
15.601864044243651,66.13320663747488
15.599452033620265,75.24452765295531
5.8083612168199465,58.696820867779735
86.61761457749351,309.96707935534056
60.11150117432088,212.6068478160322
70.80725777960456,254.89192677981836
2.0584494295802447,36.67835133793133
96.99098521619943,359.66645970585995
83.24426408004217,297.9786799920538
21.233911067827616,97.43415942452833
18.182496720710063,80.17366935052124
18.34045098534338,94.50720051968267
30.42422429595377,110.38435096073597
52.475643163223786,193.48395763993858
43.194501864211574,159.980982259642
29.122914019804192,93.78999594031126
61.18528947223795,233.8305858372537
13.949386065204184,67.95049750463285
29.214464853521815,117.33147783585983
36.63618432936917,139.51749689661628
45.606998421703594,152.24551808375276
78.51759613930136,283.16059995237873
19.967378215835975,79.46703145828587
51.42344384136116,182.29693601616196
59.24145688620425,219.794948087186
4.645041271999773,37.646249442381745
60.75448519014384,257.46391585711655
17.052412368729154,77.44376087794795
6.505159298527952,41.840286779599005
94.88855372533332,345.932844757076
96.56320330745594,322.6327748305243
80.83973481164611,297.5198506606736
30.46137691733707,122.56714244749854
9.767211400638388,88.13251742172528
68.42330265121569,251.44006537117602
44.01524937396013,173.8212549295841
12.203823484477883,57.16454092625359
49.51769101112702,169.83349628747624
3.4388521115218396,45.10559766968444
90.9320402078782,345.1512458836139
25.87799816000169,118.08030683307454
66.2522284353982,232.50412136021976
31.171107608941096,146.27900218771646
52.00680211778108,174.8585959184771
54.67102793432797,215.62762315732755
18.485445552552704,114.33320388937967
96.95846277645586,338.6928652548652
77.51328233611146,277.3425348797555
93.9498941564189,345.4002559755759
89.48273504276489,320.22892358242547
59.78999788110851,199.74685095137738
92.18742350231169,338.7400580758098
8.84925020519195,29.175879207021993
19.59828624191452,91.08215566381321
4.522728891053807,16.292177538013444
32.53303307632643,153.3722304857092
38.8677289689482,138.65272944827763
27.134903177389592,104.87992143137775
82.87375091519293,317.9209648164275
35.67533266935893,120.40199068996864
28.093450968738075,116.92353573949326
54.26960831582485,225.61137075797842
14.092422497476264,38.90693713242604
80.21969807540397,298.6882608946509
7.455064367977082,45.20183306048941
98.68869366005173,372.7721328183314
77.22447692966574,265.7277612551343
19.87156815341724,63.6722362930703
0.5522117123602399,25.18536175757896
81.54614284548342,305.1072399470805
70.68573438476172,266.36071007006933
72.90071680409874,275.63033598083365
77.12703466859458,274.1924864130316
7.4044651734090365,44.5878814970504
35.84657285442726,145.09688766610896
11.586905952512971,44.25928318012347
86.31034258755935,346.5866843339809
62.329812682755794,240.64630069190366
33.08980248526492,111.97814652000523
6.355835028602364,47.626446646536735
31.09823217156622,108.43274224280447
32.518332202674706,141.25906300474767
72.96061783380641,288.6811670016473
63.75574713552131,225.16898816723057
88.72127425763266,340.7567739609583
47.22149251619493,186.80186332565668
11.959424593830171,69.8558984747307
71.3244787222995,294.6266059031019
76.07850486168974,277.3948402293807
56.127719756949624,199.52940397828024
77.0967179954561,270.7740549380853
49.379559636439076,174.92936553212775
52.27328293819941,196.73740521749284
42.75410183585496,170.03344276891735
2.541912674409519,28.27156002791057
10.789142699330444,65.84091499411713
